24011.4,16901.5,0.325
24661.2,16678.1,0.325
24583.7,16728.3,0.325
24608.6,16750,0.325
24578,16780.1,0.325
24546,16938.9,0.325
24970.6,16652.6,0.325
24762.6,16681.3,0.325
25003.3,16719.8,0.325
24872,16729.4,0.325
24956.5,16729.5,0.325
24942.4,16779.5,0.325
24917.4,16832.8,0.325
24933,16865.4,0.325
24875.4,16866.6,0.325
24838.1,16883.8,0.325
24899.1,16892.5,0.325
24760.2,16897.9,0.325
24823.5,16916.7,0.325
24787.7,16928.5,0.325
25008.6,16952.3,0.325
25250.4,16718.6,0.325
25264.3,16828.9,0.325
25363.5,16836.7,0.325
25112.8,16838.4,0.325
25125.2,16842.5,0.325
25242.2,16843.2,0.325
25347.2,16851.4,0.325
25280.1,16855.2,0.325
25298.2,16857.3,0.325
25624.7,16769.3,0.325
25627.2,16794.6,0.325
25644.4,16800.8,0.325
25663.3,16803.5,0.325
25569.3,16807.2,0.325
25484.6,16812.2,0.325
25538.2,16816.9,0.325
25392.9,16821.9,0.325
25402.9,16857.8,0.325
25627.4,16908.2,0.325
25513.6,16916.7,0.325
25460.6,16971.8,0.325
25952.6,16748.2,0.325
26035.9,16831.2,0.325
26034.4,16841.9,0.325
25787.6,16864.8,0.325
26020.6,16873.2,0.325
25988.7,16878.2,0.325
26147.3,16787.2,0.325
26157,16850.1,0.325
26235.6,16890.6,0.325
26367.5,16911.6,0.325
26319.3,16950.5,0.325
24352.2,17130.6,0.325
24379.8,17147.9,0.325
24304.3,17150.7,0.325
24344.1,17155.1,0.325
24137.3,17256.1,0.325
24690.6,17045.1,0.325
24415.7,17112.8,0.325
24519.7,17187.9,0.325
24814.2,16991.9,0.325
24790.6,17002.4,0.325
24966.7,17027.3,0.325
24857,17036.9,0.325
25068.6,16990.4,0.325
25662.7,17032.7,0.325
27072.5,17502.7,0.325
